character,variant,bone,axis,sign,angle_deg,volume,sx,sy,sz,volume_ratio,max_axis_ratio,max_vertex_disp,p50_disp,p95_disp,p99_disp,nan_count,inf_count,extreme_vertex_count,verdict
jaguarete,original,CC_Base_Head,"1.0,0.0,0.0",1.0,0,3370338.765174,186.7794,104.2183,173.1413,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,HEALTHY
jaguarete,4inf,CC_Base_Head,"1.0,0.0,0.0",1.0,0,3370338.765174,186.7794,104.2183,173.1413,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,HEALTHY
jaguarete,twist_collapsed,CC_Base_Head,"1.0,0.0,0.0",1.0,0,3370338.765174,186.7794,104.2183,173.1413,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,HEALTHY
jaguarete,original,CC_Base_Head,"1.0,0.0,0.0",1.0,15,5331537.31891,186.7794,142.5171,200.2888,1.5819,1.0723,0.57211,0.0,0.55116,0.56395,0,0,0,STRESSED
jaguarete,4inf,CC_Base_Head,"1.0,0.0,0.0",1.0,15,5331537.31891,186.7794,142.5171,200.2888,1.5819,1.0723,0.57211,0.0,0.55116,0.56395,0,0,0,STRESSED
jaguarete,twist_collapsed,CC_Base_Head,"1.0,0.0,0.0",1.0,15,5331537.31891,186.7794,142.5171,200.2888,1.5819,1.0723,0.57211,0.0,0.55116,0.56395,0,0,0,STRESSED
jaguarete,original,CC_Base_Head,"1.0,0.0,0.0",1.0,30,7459472.359093,186.7794,185.2796,215.5518,2.2133,1.154,1.13442,0.0,1.09288,1.11825,0,0,0,STRESSED
jaguarete,4inf,CC_Base_Head,"1.0,0.0,0.0",1.0,30,7459472.359093,186.7794,185.2796,215.5518,2.2133,1.154,1.13442,0.0,1.09288,1.11825,0,0,0,STRESSED
jaguarete,twist_collapsed,CC_Base_Head,"1.0,0.0,0.0",1.0,30,7459472.359093,186.7794,185.2796,215.5518,2.2133,1.154,1.13442,0.0,1.09288,1.11825,0,0,0,STRESSED
jaguarete,original,STANDING_COMBO,"0,0,0",1,0,5824351.899525,198.6673,156.2177,187.6684,1.7281,1.0636,1.86266,0.00033,1.71194,1.80853,0,0,0,STRESSED
jaguarete,4inf,STANDING_COMBO,"0,0,0",1,0,5824351.899525,198.6673,156.2177,187.6684,1.7281,1.0636,1.86266,0.0001,1.71194,1.80853,0,0,0,STRESSED
jaguarete,twist_collapsed,STANDING_COMBO,"0,0,0",1,0,5824351.899525,198.6673,156.2177,187.6684,1.7281,1.0636,1.86266,0.00033,1.71194,1.80853,0,0,0,STRESSED
